Course_ID,Course_Name,Platform,Skill,Difficulty,Duration,Certificate,Career_Path,Course_URL
CRS0199,Docker Masterclass 3,LinkedIn Learning,Docker,Intermediate,12 Weeks,Yes,DevOps Engineer,https://learn.example.com/docker-3
CRS0200,Docker Masterclass 4,Kaggle Learn,Docker,Intermediate,4 Weeks,Yes,DevOps Engineer,https://learn.example.com/docker-4
CRS0201,Docker Masterclass 1,Coursera,Docker,Advanced,6 Weeks,Yes,DevOps Engineer,https://learn.example.com/docker-1
CRS0202,Docker Masterclass 2,Udemy,Docker,Advanced,8 Weeks,Yes,DevOps Engineer,https://learn.example.com/docker-2
CRS0203,Docker Masterclass 3,DataCamp,Docker,Advanced,12 Weeks,Yes,DevOps Engineer,https://learn.example.com/docker-3
CRS0204,Docker Masterclass 4,edX,Docker,Advanced,4 Weeks,Yes,DevOps Engineer,https://learn.example.com/docker-4
CRS0205,Kubernetes Masterclass 1,Google,Kubernetes,Beginner,6 Weeks,Yes,DevOps Engineer,https://learn.example.com/kubernetes-1
CRS0206,Kubernetes Masterclass 2,IBM SkillsBuild,Kubernetes,Beginner,8 Weeks,Yes,DevOps Engineer,https://learn.example.com/kubernetes-2
CRS0207,Kubernetes Masterclass 3,Microsoft Learn,Kubernetes,Beginner,12 Weeks,Yes,DevOps Engineer,https://learn.example.com/kubernetes-3
CRS0208,Kubernetes Masterclass 4,AWS Skill Builder,Kubernetes,Beginner,4 Weeks,Yes,DevOps Engineer,https://learn.example.com/kubernetes-4
CRS0209,Kubernetes Masterclass 1,LinkedIn Learning,Kubernetes,Intermediate,6 Weeks,Yes,DevOps Engineer,https://learn.example.com/kubernetes-1
CRS0210,Kubernetes Masterclass 2,Kaggle Learn,Kubernetes,Intermediate,8 Weeks,Yes,DevOps Engineer,https://learn.example.com/kubernetes-2
CRS0211,Kubernetes Masterclass 3,Coursera,Kubernetes,Intermediate,12 Weeks,Yes,DevOps Engineer,https://learn.example.com/kubernetes-3
CRS0212,Kubernetes Masterclass 4,Udemy,Kubernetes,Intermediate,4 Weeks,Yes,DevOps Engineer,https://learn.example.com/kubernetes-4
CRS0213,Kubernetes Masterclass 1,DataCamp,Kubernetes,Advanced,6 Weeks,Yes,DevOps Engineer,https://learn.example.com/kubernetes-1
CRS0214,Kubernetes Masterclass 2,edX,Kubernetes,Advanced,8 Weeks,Yes,DevOps Engineer,https://learn.example.com/kubernetes-2
CRS0215,Kubernetes Masterclass 3,Google,Kubernetes,Advanced,12 Weeks,Yes,DevOps Engineer,https://learn.example.com/kubernetes-3
CRS0216,Kubernetes Masterclass 4,IBM SkillsBuild,Kubernetes,Advanced,4 Weeks,Yes,DevOps Engineer,https://learn.example.com/kubernetes-4
CRS0217,Git Masterclass 1,Microsoft Learn,Git,Beginner,6 Weeks,Yes,Software Engineer,https://learn.example.com/git-1
CRS0218,Git Masterclass 2,AWS Skill Builder,Git,Beginner,8 Weeks,Yes,Software Engineer,https://learn.example.com/git-2
CRS0219,Git Masterclass 3,LinkedIn Learning,Git,Beginner,12 Weeks,Yes,Software Engineer,https://learn.example.com/git-3
CRS0220,Git Masterclass 4,Kaggle Learn,Git,Beginner,4 Weeks,Yes,Software Engineer,https://learn.example.com/git-4
CRS0221,Git Masterclass 1,Coursera,Git,Intermediate,6 Weeks,Yes,Software Engineer,https://learn.example.com/git-1
CRS0222,Git Masterclass 2,Udemy,Git,Intermediate,8 Weeks,Yes,Software Engineer,https://learn.example.com/git-2
CRS0223,Git Masterclass 3,DataCamp,Git,Intermediate,12 Weeks,Yes,Software Engineer,https://learn.example.com/git-3
CRS0224,Git Masterclass 4,edX,Git,Intermediate,4 Weeks,Yes,Software Engineer,https://learn.example.com/git-4
CRS0225,Git Masterclass 1,Google,Git,Advanced,6 Weeks,Yes,Software Engineer,https://learn.example.com/git-1
CRS0226,Git Masterclass 2,IBM SkillsBuild,Git,Advanced,8 Weeks,Yes,Software Engineer,https://learn.example.com/git-2
CRS0227,Git Masterclass 3,Microsoft Learn,Git,Advanced,12 Weeks,Yes,Software Engineer,https://learn.example.com/git-3
CRS0228,Git Masterclass 4,AWS Skill Builder,Git,Advanced,4 Weeks,Yes,Software Engineer,https://learn.example.com/git-4
CRS0229,FastAPI Masterclass 1,LinkedIn Learning,FastAPI,Beginner,6 Weeks,Yes,Backend Developer,https://learn.example.com/fastapi-1
CRS0230,FastAPI Masterclass 2,Kaggle Learn,FastAPI,Beginner,8 Weeks,Yes,Backend Developer,https://learn.example.com/fastapi-2
CRS0231,FastAPI Masterclass 3,Coursera,FastAPI,Beginner,12 Weeks,Yes,Backend Developer,https://learn.example.com/fastapi-3
CRS0232,FastAPI Masterclass 4,Udemy,FastAPI,Beginner,4 Weeks,Yes,Backend Developer,https://learn.example.com/fastapi-4
CRS0233,FastAPI Masterclass 1,DataCamp,FastAPI,Intermediate,6 Weeks,Yes,Backend Developer,https://learn.example.com/fastapi-1
CRS0234,FastAPI Masterclass 2,edX,FastAPI,Intermediate,8 Weeks,Yes,Backend Developer,https://learn.example.com/fastapi-2
CRS0235,FastAPI Masterclass 3,Google,FastAPI,Intermediate,12 Weeks,Yes,Backend Developer,https://learn.example.com/fastapi-3
CRS0236,FastAPI Masterclass 4,IBM SkillsBuild,FastAPI,Intermediate,4 Weeks,Yes,Backend Developer,https://learn.example.com/fastapi-4
CRS0237,FastAPI Masterclass 1,Microsoft Learn,FastAPI,Advanced,6 Weeks,Yes,Backend Developer,https://learn.example.com/fastapi-1
CRS0238,FastAPI Masterclass 2,AWS Skill Builder,FastAPI,Advanced,8 Weeks,Yes,Backend Developer,https://learn.example.com/fastapi-2
CRS0239,FastAPI Masterclass 3,LinkedIn Learning,FastAPI,Advanced,12 Weeks,Yes,Backend Developer,https://learn.example.com/fastapi-3
CRS0240,FastAPI Masterclass 4,Kaggle Learn,FastAPI,Advanced,4 Weeks,Yes,Backend Developer,https://learn.example.com/fastapi-4
CRS0241,Flask Masterclass 1,Coursera,Flask,Beginner,6 Weeks,Yes,Python Developer,https://learn.example.com/flask-1
CRS0242,Flask Masterclass 2,Udemy,Flask,Beginner,8 Weeks,Yes,Python Developer,https://learn.example.com/flask-2
CRS0243,Flask Masterclass 3,DataCamp,Flask,Beginner,12 Weeks,Yes,Python Developer,https://learn.example.com/flask-3
CRS0244,Flask Masterclass 4,edX,Flask,Beginner,4 Weeks,Yes,Python Developer,https://learn.example.com/flask-4
CRS0245,Flask Masterclass 1,Google,Flask,Intermediate,6 Weeks,Yes,Python Developer,https://learn.example.com/flask-1
CRS0246,Flask Masterclass 2,IBM SkillsBuild,Flask,Intermediate,8 Weeks,Yes,Python Developer,https://learn.example.com/flask-2
CRS0247,Flask Masterclass 3,Microsoft Learn,Flask,Intermediate,12 Weeks,Yes,Python Developer,https://learn.example.com/flask-3
CRS0248,Flask Masterclass 4,AWS Skill Builder,Flask,Intermediate,4 Weeks,Yes,Python Developer,https://learn.example.com/flask-4
CRS0249,Flask Masterclass 1,LinkedIn Learning,Flask,Advanced,6 Weeks,Yes,Python Developer,https://learn.example.com/flask-1
CRS0250,Flask Masterclass 2,Kaggle Learn,Flask,Advanced,8 Weeks,Yes,Python Developer,https://learn.example.com/flask-2
CRS0251,Flask Masterclass 3,Coursera,Flask,Advanced,12 Weeks,Yes,Python Developer,https://learn.example.com/flask-3
CRS0252,Flask Masterclass 4,Udemy,Flask,Advanced,4 Weeks,Yes,Python Developer,https://learn.example.com/flask-4
CRS0253,React Masterclass 1,DataCamp,React,Beginner,6 Weeks,Yes,Full Stack Developer,https://learn.example.com/react-1
CRS0254,React Masterclass 2,edX,React,Beginner,8 Weeks,Yes,Full Stack Developer,https://learn.example.com/react-2
CRS0255,React Masterclass 3,Google,React,Beginner,12 Weeks,Yes,Full Stack Developer,https://learn.example.com/react-3
CRS0256,React Masterclass 4,IBM SkillsBuild,React,Beginner,4 Weeks,Yes,Full Stack Developer,https://learn.example.com/react-4
CRS0257,React Masterclass 1,Microsoft Learn,React,Intermediate,6 Weeks,Yes,Full Stack Developer,https://learn.example.com/react-1
CRS0258,React Masterclass 2,AWS Skill Builder,React,Intermediate,8 Weeks,Yes,Full Stack Developer,https://learn.example.com/react-2
CRS0259,React Masterclass 3,LinkedIn Learning,React,Intermediate,12 Weeks,Yes,Full Stack Developer,https://learn.example.com/react-3
CRS0260,React Masterclass 4,Kaggle Learn,React,Intermediate,4 Weeks,Yes,Full Stack Developer,https://learn.example.com/react-4
CRS0261,React Masterclass 1,Coursera,React,Advanced,6 Weeks,Yes,Full Stack Developer,https://learn.example.com/react-1
CRS0262,React Masterclass 2,Udemy,React,Advanced,8 Weeks,Yes,Full Stack Developer,https://learn.example.com/react-2
CRS0263,React Masterclass 3,DataCamp,React,Advanced,12 Weeks,Yes,Full Stack Developer,https://learn.example.com/react-3
CRS0264,React Masterclass 4,edX,React,Advanced,4 Weeks,Yes,Full Stack Developer,https://learn.example.com/react-4
CRS0265,MongoDB Masterclass 1,Google,MongoDB,Beginner,6 Weeks,Yes,Backend Developer,https://learn.example.com/mongodb-1
CRS0266,MongoDB Masterclass 2,IBM SkillsBuild,MongoDB,Beginner,8 Weeks,Yes,Backend Developer,https://learn.example.com/mongodb-2
CRS0267,MongoDB Masterclass 3,Microsoft Learn,MongoDB,Beginner,12 Weeks,Yes,Backend Developer,https://learn.example.com/mongodb-3
CRS0268,MongoDB Masterclass 4,AWS Skill Builder,MongoDB,Beginner,4 Weeks,Yes,Backend Developer,https://learn.example.com/mongodb-4
CRS0269,MongoDB Masterclass 1,LinkedIn Learning,MongoDB,Intermediate,6 Weeks,Yes,Backend Developer,https://learn.example.com/mongodb-1
CRS0270,MongoDB Masterclass 2,Kaggle Learn,MongoDB,Intermediate,8 Weeks,Yes,Backend Developer,https://learn.example.com/mongodb-2
CRS0271,MongoDB Masterclass 3,Coursera,MongoDB,Intermediate,12 Weeks,Yes,Backend Developer,https://learn.example.com/mongodb-3
CRS0272,MongoDB Masterclass 4,Udemy,MongoDB,Intermediate,4 Weeks,Yes,Backend Developer,https://learn.example.com/mongodb-4
CRS0273,MongoDB Masterclass 1,DataCamp,MongoDB,Advanced,6 Weeks,Yes,Backend Developer,https://learn.example.com/mongodb-1
CRS0274,MongoDB Masterclass 2,edX,MongoDB,Advanced,8 Weeks,Yes,Backend Developer,https://learn.example.com/mongodb-2
CRS0275,MongoDB Masterclass 3,Google,MongoDB,Advanced,12 Weeks,Yes,Backend Developer,https://learn.example.com/mongodb-3
CRS0276,MongoDB Masterclass 4,IBM SkillsBuild,MongoDB,Advanced,4 Weeks,Yes,Backend Developer,https://learn.example.com/mongodb-4
CRS0277,PostgreSQL Masterclass 1,Microsoft Learn,PostgreSQL,Beginner,6 Weeks,Yes,Backend Developer,https://learn.example.com/postgresql-1
CRS0278,PostgreSQL Masterclass 2,AWS Skill Builder,PostgreSQL,Beginner,8 Weeks,Yes,Backend Developer,https://learn.example.com/postgresql-2
CRS0279,PostgreSQL Masterclass 3,LinkedIn Learning,PostgreSQL,Beginner,12 Weeks,Yes,Backend Developer,https://learn.example.com/postgresql-3
CRS0280,PostgreSQL Masterclass 4,Kaggle Learn,PostgreSQL,Beginner,4 Weeks,Yes,Backend Developer,https://learn.example.com/postgresql-4
CRS0281,PostgreSQL Masterclass 1,Coursera,PostgreSQL,Intermediate,6 Weeks,Yes,Backend Developer,https://learn.example.com/postgresql-1
CRS0282,PostgreSQL Masterclass 2,Udemy,PostgreSQL,Intermediate,8 Weeks,Yes,Backend Developer,https://learn.example.com/postgresql-2
CRS0283,PostgreSQL Masterclass 3,DataCamp,PostgreSQL,Intermediate,12 Weeks,Yes,Backend Developer,https://learn.example.com/postgresql-3
CRS0284,PostgreSQL Masterclass 4,edX,PostgreSQL,Intermediate,4 Weeks,Yes,Backend Developer,https://learn.example.com/postgresql-4
CRS0285,PostgreSQL Masterclass 1,Google,PostgreSQL,Advanced,6 Weeks,Yes,Backend Developer,https://learn.example.com/postgresql-1
CRS0286,PostgreSQL Masterclass 2,IBM SkillsBuild,PostgreSQL,Advanced,8 Weeks,Yes,Backend Developer,https://learn.example.com/postgresql-2
CRS0287,PostgreSQL Masterclass 3,Microsoft Learn,PostgreSQL,Advanced,12 Weeks,Yes,Backend Developer,https://learn.example.com/postgresql-3
CRS0288,PostgreSQL Masterclass 4,AWS Skill Builder,PostgreSQL,Advanced,4 Weeks,Yes,Backend Developer,https://learn.example.com/postgresql-4
CRS0289,NLP Masterclass 1,LinkedIn Learning,NLP,Beginner,6 Weeks,Yes,NLP Engineer,https://learn.example.com/nlp-1
CRS0290,NLP Masterclass 2,Kaggle Learn,NLP,Beginner,8 Weeks,Yes,NLP Engineer,https://learn.example.com/nlp-2
CRS0291,NLP Masterclass 3,Coursera,NLP,Beginner,12 Weeks,Yes,NLP Engineer,https://learn.example.com/nlp-3
CRS0292,NLP Masterclass 4,Udemy,NLP,Beginner,4 Weeks,Yes,NLP Engineer,https://learn.example.com/nlp-4
CRS0293,NLP Masterclass 1,DataCamp,NLP,Intermediate,6 Weeks,Yes,NLP Engineer,https://learn.example.com/nlp-1
CRS0294,NLP Masterclass 2,edX,NLP,Intermediate,8 Weeks,Yes,NLP Engineer,https://learn.example.com/nlp-2
CRS0295,NLP Masterclass 3,Google,NLP,Intermediate,12 Weeks,Yes,NLP Engineer,https://learn.example.com/nlp-3
CRS0296,NLP Masterclass 4,IBM SkillsBuild,NLP,Intermediate,4 Weeks,Yes,NLP Engineer,https://learn.example.com/nlp-4
CRS0297,NLP Masterclass 1,Microsoft Learn,NLP,Advanced,6 Weeks,Yes,NLP Engineer,https://learn.example.com/nlp-1
CRS0298,NLP Masterclass 2,AWS Skill Builder,NLP,Advanced,8 Weeks,Yes,NLP Engineer,https://learn.example.com/nlp-2
CRS0299,NLP Masterclass 3,LinkedIn Learning,NLP,Advanced,12 Weeks,Yes,NLP Engineer,https://learn.example.com/nlp-3
CRS0300,NLP Masterclass 4,Kaggle Learn,NLP,Advanced,4 Weeks,Yes,NLP Engineer,https://learn.example.com/nlp-4
CRS0301,Transformers Masterclass 1,Coursera,Transformers,Beginner,6 Weeks,Yes,NLP Engineer,https://learn.example.com/transformers-1
CRS0302,Transformers Masterclass 2,Udemy,Transformers,Beginner,8 Weeks,Yes,NLP Engineer,https://learn.example.com/transformers-2
CRS0303,Transformers Masterclass 3,DataCamp,Transformers,Beginner,12 Weeks,Yes,NLP Engineer,https://learn.example.com/transformers-3
CRS0304,Transformers Masterclass 4,edX,Transformers,Beginner,4 Weeks,Yes,NLP Engineer,https://learn.example.com/transformers-4
CRS0305,Transformers Masterclass 1,Google,Transformers,Intermediate,6 Weeks,Yes,NLP Engineer,https://learn.example.com/transformers-1
CRS0306,Transformers Masterclass 2,IBM SkillsBuild,Transformers,Intermediate,8 Weeks,Yes,NLP Engineer,https://learn.example.com/transformers-2
CRS0307,Transformers Masterclass 3,Microsoft Learn,Transformers,Intermediate,12 Weeks,Yes,NLP Engineer,https://learn.example.com/transformers-3
CRS0308,Transformers Masterclass 4,AWS Skill Builder,Transformers,Intermediate,4 Weeks,Yes,NLP Engineer,https://learn.example.com/transformers-4
CRS0309,Transformers Masterclass 1,LinkedIn Learning,Transformers,Advanced,6 Weeks,Yes,NLP Engineer,https://learn.example.com/transformers-1
CRS0310,Transformers Masterclass 2,Kaggle Learn,Transformers,Advanced,8 Weeks,Yes,NLP Engineer,https://learn.example.com/transformers-2
CRS0311,Transformers Masterclass 3,Coursera,Transformers,Advanced,12 Weeks,Yes,NLP Engineer,https://learn.example.com/transformers-3
CRS0312,Transformers Masterclass 4,Udemy,Transformers,Advanced,4 Weeks,Yes,NLP Engineer,https://learn.example.com/transformers-4
CRS0313,LLMs Masterclass 1,DataCamp,LLMs,Beginner,6 Weeks,Yes,Generative AI Engineer,https://learn.example.com/llms-1
CRS0314,LLMs Masterclass 2,edX,LLMs,Beginner,8 Weeks,Yes,Generative AI Engineer,https://learn.example.com/llms-2
CRS0315,LLMs Masterclass 3,Google,LLMs,Beginner,12 Weeks,Yes,Generative AI Engineer,https://learn.example.com/llms-3
CRS0316,LLMs Masterclass 4,IBM SkillsBuild,LLMs,Beginner,4 Weeks,Yes,Generative AI Engineer,https://learn.example.com/llms-4
CRS0317,LLMs Masterclass 1,Microsoft Learn,LLMs,Intermediate,6 Weeks,Yes,Generative AI Engineer,https://learn.example.com/llms-1
CRS0318,LLMs Masterclass 2,AWS Skill Builder,LLMs,Intermediate,8 Weeks,Yes,Generative AI Engineer,https://learn.example.com/llms-2
CRS0319,LLMs Masterclass 3,LinkedIn Learning,LLMs,Intermediate,12 Weeks,Yes,Generative AI Engineer,https://learn.example.com/llms-3
CRS0320,LLMs Masterclass 4,Kaggle Learn,LLMs,Intermediate,4 Weeks,Yes,Generative AI Engineer,https://learn.example.com/llms-4
CRS0321,LLMs Masterclass 1,Coursera,LLMs,Advanced,6 Weeks,Yes,Generative AI Engineer,https://learn.example.com/llms-1
CRS0322,LLMs Masterclass 2,Udemy,LLMs,Advanced,8 Weeks,Yes,Generative AI Engineer,https://learn.example.com/llms-2
CRS0323,LLMs Masterclass 3,DataCamp,LLMs,Advanced,12 Weeks,Yes,Generative AI Engineer,https://learn.example.com/llms-3
CRS0324,LLMs Masterclass 4,edX,LLMs,Advanced,4 Weeks,Yes,Generative AI Engineer,https://learn.example.com/llms-4
CRS0325,Prompt Engineering Masterclass 1,Google,Prompt Engineering,Beginner,6 Weeks,Yes,Generative AI Engineer,https://learn.example.com/prompt-engineering-1
CRS0326,Prompt Engineering Masterclass 2,IBM SkillsBuild,Prompt Engineering,Beginner,8 Weeks,Yes,Generative AI Engineer,https://learn.example.com/prompt-engineering-2
CRS0327,Prompt Engineering Masterclass 3,Microsoft Learn,Prompt Engineering,Beginner,12 Weeks,Yes,Generative AI Engineer,https://learn.example.com/prompt-engineering-3
CRS0328,Prompt Engineering Masterclass 4,AWS Skill Builder,Prompt Engineering,Beginner,4 Weeks,Yes,Generative AI Engineer,https://learn.example.com/prompt-engineering-4
CRS0329,Prompt Engineering Masterclass 1,LinkedIn Learning,Prompt Engineering,Intermediate,6 Weeks,Yes,Generative AI Engineer,https://learn.example.com/prompt-engineering-1
CRS0330,Prompt Engineering Masterclass 2,Kaggle Learn,Prompt Engineering,Intermediate,8 Weeks,Yes,Generative AI Engineer,https://learn.example.com/prompt-engineering-2
CRS0331,Prompt Engineering Masterclass 3,Coursera,Prompt Engineering,Intermediate,12 Weeks,Yes,Generative AI Engineer,https://learn.example.com/prompt-engineering-3
CRS0332,Prompt Engineering Masterclass 4,Udemy,Prompt Engineering,Intermediate,4 Weeks,Yes,Generative AI Engineer,https://learn.example.com/prompt-engineering-4
CRS0333,Prompt Engineering Masterclass 1,DataCamp,Prompt Engineering,Advanced,6 Weeks,Yes,Generative AI Engineer,https://learn.example.com/prompt-engineering-1
CRS0334,Prompt Engineering Masterclass 2,edX,Prompt Engineering,Advanced,8 Weeks,Yes,Generative AI Engineer,https://learn.example.com/prompt-engineering-2
CRS0335,Prompt Engineering Masterclass 3,Google,Prompt Engineering,Advanced,12 Weeks,Yes,Generative AI Engineer,https://learn.example.com/prompt-engineering-3
CRS0336,Prompt Engineering Masterclass 4,IBM SkillsBuild,Prompt Engineering,Advanced,4 Weeks,Yes,Generative AI Engineer,https://learn.example.com/prompt-engineering-4
CRS0337,Computer Vision Masterclass 1,Microsoft Learn,Computer Vision,Beginner,6 Weeks,Yes,Computer Vision Engineer,https://learn.example.com/computer-vision-1
CRS0338,Computer Vision Masterclass 2,AWS Skill Builder,Computer Vision,Beginner,8 Weeks,Yes,Computer Vision Engineer,https://learn.example.com/computer-vision-2
CRS0339,Computer Vision Masterclass 3,LinkedIn Learning,Computer Vision,Beginner,12 Weeks,Yes,Computer Vision Engineer,https://learn.example.com/computer-vision-3
CRS0340,Computer Vision Masterclass 4,Kaggle Learn,Computer Vision,Beginner,4 Weeks,Yes,Computer Vision Engineer,https://learn.example.com/computer-vision-4
CRS0341,Computer Vision Masterclass 1,Coursera,Computer Vision,Intermediate,6 Weeks,Yes,Computer Vision Engineer,https://learn.example.com/computer-vision-1
CRS0342,Computer Vision Masterclass 2,Udemy,Computer Vision,Intermediate,8 Weeks,Yes,Computer Vision Engineer,https://learn.example.com/computer-vision-2
CRS0343,Computer Vision Masterclass 3,DataCamp,Computer Vision,Intermediate,12 Weeks,Yes,Computer Vision Engineer,https://learn.example.com/computer-vision-3
CRS0344,Computer Vision Masterclass 4,edX,Computer Vision,Intermediate,4 Weeks,Yes,Computer Vision Engineer,https://learn.example.com/computer-vision-4
CRS0345,Computer Vision Masterclass 1,Google,Computer Vision,Advanced,6 Weeks,Yes,Computer Vision Engineer,https://learn.example.com/computer-vision-1
CRS0346,Computer Vision Masterclass 2,IBM SkillsBuild,Computer Vision,Advanced,8 Weeks,Yes,Computer Vision Engineer,https://learn.example.com/computer-vision-2
CRS0347,Computer Vision Masterclass 3,Microsoft Learn,Computer Vision,Advanced,12 Weeks,Yes,Computer Vision Engineer,https://learn.example.com/computer-vision-3
CRS0348,Computer Vision Masterclass 4,AWS Skill Builder,Computer Vision,Advanced,4 Weeks,Yes,Computer Vision Engineer,https://learn.example.com/computer-vision-4
