Job_ID,Job_Title,Company,Experience,Location,Salary,Required_Skills,Preferred_Skills,Education,Employment_Type,Job_Description
JOB0095,Java Developer,IBM,6+ Years,Mumbai,18-30 LPA,Java;Spring Boot;SQL,Communication;Problem Solving;Git;Teamwork,B.E/B.Tech/M.Tech/MCA,Hybrid,"IBM is hiring a Java Developer with strong knowledge of Java, Spring Boot, SQL."
JOB0096,Cloud Engineer,Capgemini,Fresher,Delhi,3-5 LPA,AWS;Docker;Linux;Terraform,Communication;Problem Solving;Git;Teamwork,B.E/B.Tech/M.Tech/MCA,Remote,"Capgemini is hiring a Cloud Engineer with strong knowledge of AWS, Docker, Linux, Terraform."
JOB0097,DevOps Engineer,Cognizant,0-2 Years,Noida,5-8 LPA,Docker;Kubernetes;CI/CD;Linux,Communication;Problem Solving;Git;Teamwork,B.E/B.Tech/M.Tech/MCA,Full Time,"Cognizant is hiring a DevOps Engineer with strong knowledge of Docker, Kubernetes, CI/CD, Linux."
JOB0098,MLOps Engineer,Deloitte,2-4 Years,Kolkata,8-12 LPA,MLflow;Docker;Kubernetes;Python,Communication;Problem Solving;Git;Teamwork,B.E/B.Tech/M.Tech/MCA,Hybrid,"Deloitte is hiring a MLOps Engineer with strong knowledge of MLflow, Docker, Kubernetes, Python."
JOB0099,AWS Engineer,Google,4-6 Years,Remote,12-18 LPA,AWS;EC2;S3;IAM,Communication;Problem Solving;Git;Teamwork,B.E/B.Tech/M.Tech/MCA,Remote,"Google is hiring a AWS Engineer with strong knowledge of AWS, EC2, S3, IAM."
JOB0100,Azure Engineer,Microsoft,6+ Years,Bengaluru,18-30 LPA,Azure;DevOps;Python,Communication;Problem Solving;Git;Teamwork,B.E/B.Tech/M.Tech/MCA,Full Time,"Microsoft is hiring a Azure Engineer with strong knowledge of Azure, DevOps, Python."
JOB0101,Data Scientist,Amazon,Fresher,Hyderabad,3-5 LPA,Python;Pandas;NumPy;Machine Learning;SQL;Scikit-learn,Communication;Problem Solving;Git;Teamwork,B.E/B.Tech/M.Tech/MCA,Hybrid,"Amazon is hiring a Data Scientist with strong knowledge of Python, Pandas, NumPy, Machine Learning, SQL, Scikit-learn."
JOB0102,Data Analyst,Flipkart,0-2 Years,Chennai,5-8 LPA,SQL;Excel;Power BI;Python;Statistics,Communication;Problem Solving;Git;Teamwork,B.E/B.Tech/M.Tech/MCA,Remote,"Flipkart is hiring a Data Analyst with strong knowledge of SQL, Excel, Power BI, Python, Statistics."
JOB0103,ML Engineer,Oracle,2-4 Years,Pune,8-12 LPA,Python;TensorFlow;PyTorch;ML;Docker,Communication;Problem Solving;Git;Teamwork,B.E/B.Tech/M.Tech/MCA,Full Time,"Oracle is hiring a ML Engineer with strong knowledge of Python, TensorFlow, PyTorch, ML, Docker."
JOB0104,AI Engineer,Zoho,4-6 Years,Mumbai,12-18 LPA,Python;LLMs;NLP;TensorFlow;PyTorch,Communication;Problem Solving;Git;Teamwork,B.E/B.Tech/M.Tech/MCA,Hybrid,"Zoho is hiring a AI Engineer with strong knowledge of Python, LLMs, NLP, TensorFlow, PyTorch."
JOB0105,Business Analyst,HCLTech,6+ Years,Delhi,18-30 LPA,Excel;SQL;Power BI;Communication,Communication;Problem Solving;Git;Teamwork,B.E/B.Tech/M.Tech/MCA,Remote,"HCLTech is hiring a Business Analyst with strong knowledge of Excel, SQL, Power BI, Communication."
JOB0106,Data Engineer,TCS,Fresher,Noida,3-5 LPA,Python;SQL;Spark;ETL;Airflow,Communication;Problem Solving;Git;Teamwork,B.E/B.Tech/M.Tech/MCA,Full Time,"TCS is hiring a Data Engineer with strong knowledge of Python, SQL, Spark, ETL, Airflow."
JOB0107,BI Developer,Infosys,0-2 Years,Kolkata,5-8 LPA,Power BI;SQL;DAX;Excel,Communication;Problem Solving;Git;Teamwork,B.E/B.Tech/M.Tech/MCA,Hybrid,"Infosys is hiring a BI Developer with strong knowledge of Power BI, SQL, DAX, Excel."
JOB0108,Research Scientist,Wipro,2-4 Years,Remote,8-12 LPA,Python;Deep Learning;Research;PyTorch,Communication;Problem Solving;Git;Teamwork,B.E/B.Tech/M.Tech/MCA,Remote,"Wipro is hiring a Research Scientist with strong knowledge of Python, Deep Learning, Research, PyTorch."
JOB0109,Computer Vision Engineer,Accenture,4-6 Years,Bengaluru,12-18 LPA,OpenCV;PyTorch;CNN;Python,Communication;Problem Solving;Git;Teamwork,B.E/B.Tech/M.Tech/MCA,Full Time,"Accenture is hiring a Computer Vision Engineer with strong knowledge of OpenCV, PyTorch, CNN, Python."
JOB0110,NLP Engineer,IBM,6+ Years,Hyderabad,18-30 LPA,Python;spaCy;Transformers;NLP,Communication;Problem Solving;Git;Teamwork,B.E/B.Tech/M.Tech/MCA,Hybrid,"IBM is hiring a NLP Engineer with strong knowledge of Python, spaCy, Transformers, NLP."
JOB0111,Python Developer,Capgemini,Fresher,Chennai,3-5 LPA,Python;Flask;FastAPI;SQL,Communication;Problem Solving;Git;Teamwork,B.E/B.Tech/M.Tech/MCA,Remote,"Capgemini is hiring a Python Developer with strong knowledge of Python, Flask, FastAPI, SQL."
JOB0112,Backend Developer,Cognizant,0-2 Years,Pune,5-8 LPA,Python;FastAPI;Docker;PostgreSQL,Communication;Problem Solving;Git;Teamwork,B.E/B.Tech/M.Tech/MCA,Full Time,"Cognizant is hiring a Backend Developer with strong knowledge of Python, FastAPI, Docker, PostgreSQL."
JOB0113,Full Stack Developer,Deloitte,2-4 Years,Mumbai,8-12 LPA,React;Node.js;Python;SQL,Communication;Problem Solving;Git;Teamwork,B.E/B.Tech/M.Tech/MCA,Hybrid,"Deloitte is hiring a Full Stack Developer with strong knowledge of React, Node.js, Python, SQL."
JOB0114,Frontend Developer,Google,4-6 Years,Delhi,12-18 LPA,React;JavaScript;HTML;CSS,Communication;Problem Solving;Git;Teamwork,B.E/B.Tech/M.Tech/MCA,Remote,"Google is hiring a Frontend Developer with strong knowledge of React, JavaScript, HTML, CSS."
JOB0115,Java Developer,Microsoft,6+ Years,Noida,18-30 LPA,Java;Spring Boot;SQL,Communication;Problem Solving;Git;Teamwork,B.E/B.Tech/M.Tech/MCA,Full Time,"Microsoft is hiring a Java Developer with strong knowledge of Java, Spring Boot, SQL."
JOB0116,Cloud Engineer,Amazon,Fresher,Kolkata,3-5 LPA,AWS;Docker;Linux;Terraform,Communication;Problem Solving;Git;Teamwork,B.E/B.Tech/M.Tech/MCA,Hybrid,"Amazon is hiring a Cloud Engineer with strong knowledge of AWS, Docker, Linux, Terraform."
JOB0117,DevOps Engineer,Flipkart,0-2 Years,Remote,5-8 LPA,Docker;Kubernetes;CI/CD;Linux,Communication;Problem Solving;Git;Teamwork,B.E/B.Tech/M.Tech/MCA,Remote,"Flipkart is hiring a DevOps Engineer with strong knowledge of Docker, Kubernetes, CI/CD, Linux."
JOB0118,MLOps Engineer,Oracle,2-4 Years,Bengaluru,8-12 LPA,MLflow;Docker;Kubernetes;Python,Communication;Problem Solving;Git;Teamwork,B.E/B.Tech/M.Tech/MCA,Full Time,"Oracle is hiring a MLOps Engineer with strong knowledge of MLflow, Docker, Kubernetes, Python."
JOB0119,AWS Engineer,Zoho,4-6 Years,Hyderabad,12-18 LPA,AWS;EC2;S3;IAM,Communication;Problem Solving;Git;Teamwork,B.E/B.Tech/M.Tech/MCA,Hybrid,"Zoho is hiring a AWS Engineer with strong knowledge of AWS, EC2, S3, IAM."
JOB0120,Azure Engineer,HCLTech,6+ Years,Chennai,18-30 LPA,Azure;DevOps;Python,Communication;Problem Solving;Git;Teamwork,B.E/B.Tech/M.Tech/MCA,Remote,"HCLTech is hiring a Azure Engineer with strong knowledge of Azure, DevOps, Python."
JOB0121,Data Scientist,TCS,Fresher,Pune,3-5 LPA,Python;Pandas;NumPy;Machine Learning;SQL;Scikit-learn,Communication;Problem Solving;Git;Teamwork,B.E/B.Tech/M.Tech/MCA,Full Time,"TCS is hiring a Data Scientist with strong knowledge of Python, Pandas, NumPy, Machine Learning, SQL, Scikit-learn."
JOB0122,Data Analyst,Infosys,0-2 Years,Mumbai,5-8 LPA,SQL;Excel;Power BI;Python;Statistics,Communication;Problem Solving;Git;Teamwork,B.E/B.Tech/M.Tech/MCA,Hybrid,"Infosys is hiring a Data Analyst with strong knowledge of SQL, Excel, Power BI, Python, Statistics."
JOB0123,ML Engineer,Wipro,2-4 Years,Delhi,8-12 LPA,Python;TensorFlow;PyTorch;ML;Docker,Communication;Problem Solving;Git;Teamwork,B.E/B.Tech/M.Tech/MCA,Remote,"Wipro is hiring a ML Engineer with strong knowledge of Python, TensorFlow, PyTorch, ML, Docker."
JOB0124,AI Engineer,Accenture,4-6 Years,Noida,12-18 LPA,Python;LLMs;NLP;TensorFlow;PyTorch,Communication;Problem Solving;Git;Teamwork,B.E/B.Tech/M.Tech/MCA,Full Time,"Accenture is hiring a AI Engineer with strong knowledge of Python, LLMs, NLP, TensorFlow, PyTorch."
JOB0125,Business Analyst,IBM,6+ Years,Kolkata,18-30 LPA,Excel;SQL;Power BI;Communication,Communication;Problem Solving;Git;Teamwork,B.E/B.Tech/M.Tech/MCA,Hybrid,"IBM is hiring a Business Analyst with strong knowledge of Excel, SQL, Power BI, Communication."
JOB0126,Data Engineer,Capgemini,Fresher,Remote,3-5 LPA,Python;SQL;Spark;ETL;Airflow,Communication;Problem Solving;Git;Teamwork,B.E/B.Tech/M.Tech/MCA,Remote,"Capgemini is hiring a Data Engineer with strong knowledge of Python, SQL, Spark, ETL, Airflow."
JOB0127,BI Developer,Cognizant,0-2 Years,Bengaluru,5-8 LPA,Power BI;SQL;DAX;Excel,Communication;Problem Solving;Git;Teamwork,B.E/B.Tech/M.Tech/MCA,Full Time,"Cognizant is hiring a BI Developer with strong knowledge of Power BI, SQL, DAX, Excel."
JOB0128,Research Scientist,Deloitte,2-4 Years,Hyderabad,8-12 LPA,Python;Deep Learning;Research;PyTorch,Communication;Problem Solving;Git;Teamwork,B.E/B.Tech/M.Tech/MCA,Hybrid,"Deloitte is hiring a Research Scientist with strong knowledge of Python, Deep Learning, Research, PyTorch."
JOB0129,Computer Vision Engineer,Google,4-6 Years,Chennai,12-18 LPA,OpenCV;PyTorch;CNN;Python,Communication;Problem Solving;Git;Teamwork,B.E/B.Tech/M.Tech/MCA,Remote,"Google is hiring a Computer Vision Engineer with strong knowledge of OpenCV, PyTorch, CNN, Python."
JOB0130,NLP Engineer,Microsoft,6+ Years,Pune,18-30 LPA,Python;spaCy;Transformers;NLP,Communication;Problem Solving;Git;Teamwork,B.E/B.Tech/M.Tech/MCA,Full Time,"Microsoft is hiring a NLP Engineer with strong knowledge of Python, spaCy, Transformers, NLP."
JOB0131,Python Developer,Amazon,Fresher,Mumbai,3-5 LPA,Python;Flask;FastAPI;SQL,Communication;Problem Solving;Git;Teamwork,B.E/B.Tech/M.Tech/MCA,Hybrid,"Amazon is hiring a Python Developer with strong knowledge of Python, Flask, FastAPI, SQL."
JOB0132,Backend Developer,Flipkart,0-2 Years,Delhi,5-8 LPA,Python;FastAPI;Docker;PostgreSQL,Communication;Problem Solving;Git;Teamwork,B.E/B.Tech/M.Tech/MCA,Remote,"Flipkart is hiring a Backend Developer with strong knowledge of Python, FastAPI, Docker, PostgreSQL."
JOB0133,Full Stack Developer,Oracle,2-4 Years,Noida,8-12 LPA,React;Node.js;Python;SQL,Communication;Problem Solving;Git;Teamwork,B.E/B.Tech/M.Tech/MCA,Full Time,"Oracle is hiring a Full Stack Developer with strong knowledge of React, Node.js, Python, SQL."
JOB0134,Frontend Developer,Zoho,4-6 Years,Kolkata,12-18 LPA,React;JavaScript;HTML;CSS,Communication;Problem Solving;Git;Teamwork,B.E/B.Tech/M.Tech/MCA,Hybrid,"Zoho is hiring a Frontend Developer with strong knowledge of React, JavaScript, HTML, CSS."
JOB0135,Java Developer,HCLTech,6+ Years,Remote,18-30 LPA,Java;Spring Boot;SQL,Communication;Problem Solving;Git;Teamwork,B.E/B.Tech/M.Tech/MCA,Remote,"HCLTech is hiring a Java Developer with strong knowledge of Java, Spring Boot, SQL."
JOB0136,Cloud Engineer,TCS,Fresher,Bengaluru,3-5 LPA,AWS;Docker;Linux;Terraform,Communication;Problem Solving;Git;Teamwork,B.E/B.Tech/M.Tech/MCA,Full Time,"TCS is hiring a Cloud Engineer with strong knowledge of AWS, Docker, Linux, Terraform."
JOB0137,DevOps Engineer,Infosys,0-2 Years,Hyderabad,5-8 LPA,Docker;Kubernetes;CI/CD;Linux,Communication;Problem Solving;Git;Teamwork,B.E/B.Tech/M.Tech/MCA,Hybrid,"Infosys is hiring a DevOps Engineer with strong knowledge of Docker, Kubernetes, CI/CD, Linux."
JOB0138,MLOps Engineer,Wipro,2-4 Years,Chennai,8-12 LPA,MLflow;Docker;Kubernetes;Python,Communication;Problem Solving;Git;Teamwork,B.E/B.Tech/M.Tech/MCA,Remote,"Wipro is hiring a MLOps Engineer with strong knowledge of MLflow, Docker, Kubernetes, Python."
JOB0139,AWS Engineer,Accenture,4-6 Years,Pune,12-18 LPA,AWS;EC2;S3;IAM,Communication;Problem Solving;Git;Teamwork,B.E/B.Tech/M.Tech/MCA,Full Time,"Accenture is hiring a AWS Engineer with strong knowledge of AWS, EC2, S3, IAM."
JOB0140,Azure Engineer,IBM,6+ Years,Mumbai,18-30 LPA,Azure;DevOps;Python,Communication;Problem Solving;Git;Teamwork,B.E/B.Tech/M.Tech/MCA,Hybrid,"IBM is hiring a Azure Engineer with strong knowledge of Azure, DevOps, Python."
JOB0141,Data Scientist,Capgemini,Fresher,Delhi,3-5 LPA,Python;Pandas;NumPy;Machine Learning;SQL;Scikit-learn,Communication;Problem Solving;Git;Teamwork,B.E/B.Tech/M.Tech/MCA,Remote,"Capgemini is hiring a Data Scientist with strong knowledge of Python, Pandas, NumPy, Machine Learning, SQL, Scikit-learn."
JOB0142,Data Analyst,Cognizant,0-2 Years,Noida,5-8 LPA,SQL;Excel;Power BI;Python;Statistics,Communication;Problem Solving;Git;Teamwork,B.E/B.Tech/M.Tech/MCA,Full Time,"Cognizant is hiring a Data Analyst with strong knowledge of SQL, Excel, Power BI, Python, Statistics."
JOB0143,ML Engineer,Deloitte,2-4 Years,Kolkata,8-12 LPA,Python;TensorFlow;PyTorch;ML;Docker,Communication;Problem Solving;Git;Teamwork,B.E/B.Tech/M.Tech/MCA,Hybrid,"Deloitte is hiring a ML Engineer with strong knowledge of Python, TensorFlow, PyTorch, ML, Docker."
JOB0144,AI Engineer,Google,4-6 Years,Remote,12-18 LPA,Python;LLMs;NLP;TensorFlow;PyTorch,Communication;Problem Solving;Git;Teamwork,B.E/B.Tech/M.Tech/MCA,Remote,"Google is hiring a AI Engineer with strong knowledge of Python, LLMs, NLP, TensorFlow, PyTorch."
JOB0145,Business Analyst,Microsoft,6+ Years,Bengaluru,18-30 LPA,Excel;SQL;Power BI;Communication,Communication;Problem Solving;Git;Teamwork,B.E/B.Tech/M.Tech/MCA,Full Time,"Microsoft is hiring a Business Analyst with strong knowledge of Excel, SQL, Power BI, Communication."
JOB0146,Data Engineer,Amazon,Fresher,Hyderabad,3-5 LPA,Python;SQL;Spark;ETL;Airflow,Communication;Problem Solving;Git;Teamwork,B.E/B.Tech/M.Tech/MCA,Hybrid,"Amazon is hiring a Data Engineer with strong knowledge of Python, SQL, Spark, ETL, Airflow."
JOB0147,BI Developer,Flipkart,0-2 Years,Chennai,5-8 LPA,Power BI;SQL;DAX;Excel,Communication;Problem Solving;Git;Teamwork,B.E/B.Tech/M.Tech/MCA,Remote,"Flipkart is hiring a BI Developer with strong knowledge of Power BI, SQL, DAX, Excel."
JOB0148,Research Scientist,Oracle,2-4 Years,Pune,8-12 LPA,Python;Deep Learning;Research;PyTorch,Communication;Problem Solving;Git;Teamwork,B.E/B.Tech/M.Tech/MCA,Full Time,"Oracle is hiring a Research Scientist with strong knowledge of Python, Deep Learning, Research, PyTorch."
JOB0149,Computer Vision Engineer,Zoho,4-6 Years,Mumbai,12-18 LPA,OpenCV;PyTorch;CNN;Python,Communication;Problem Solving;Git;Teamwork,B.E/B.Tech/M.Tech/MCA,Hybrid,"Zoho is hiring a Computer Vision Engineer with strong knowledge of OpenCV, PyTorch, CNN, Python."
JOB0150,NLP Engineer,HCLTech,6+ Years,Delhi,18-30 LPA,Python;spaCy;Transformers;NLP,Communication;Problem Solving;Git;Teamwork,B.E/B.Tech/M.Tech/MCA,Remote,"HCLTech is hiring a NLP Engineer with strong knowledge of Python, spaCy, Transformers, NLP."
JOB0151,Python Developer,TCS,Fresher,Noida,3-5 LPA,Python;Flask;FastAPI;SQL,Communication;Problem Solving;Git;Teamwork,B.E/B.Tech/M.Tech/MCA,Full Time,"TCS is hiring a Python Developer with strong knowledge of Python, Flask, FastAPI, SQL."
JOB0152,Backend Developer,Infosys,0-2 Years,Kolkata,5-8 LPA,Python;FastAPI;Docker;PostgreSQL,Communication;Problem Solving;Git;Teamwork,B.E/B.Tech/M.Tech/MCA,Hybrid,"Infosys is hiring a Backend Developer with strong knowledge of Python, FastAPI, Docker, PostgreSQL."
JOB0153,Full Stack Developer,Wipro,2-4 Years,Remote,8-12 LPA,React;Node.js;Python;SQL,Communication;Problem Solving;Git;Teamwork,B.E/B.Tech/M.Tech/MCA,Remote,"Wipro is hiring a Full Stack Developer with strong knowledge of React, Node.js, Python, SQL."
JOB0154,Frontend Developer,Accenture,4-6 Years,Bengaluru,12-18 LPA,React;JavaScript;HTML;CSS,Communication;Problem Solving;Git;Teamwork,B.E/B.Tech/M.Tech/MCA,Full Time,"Accenture is hiring a Frontend Developer with strong knowledge of React, JavaScript, HTML, CSS."
JOB0155,Java Developer,IBM,6+ Years,Hyderabad,18-30 LPA,Java;Spring Boot;SQL,Communication;Problem Solving;Git;Teamwork,B.E/B.Tech/M.Tech/MCA,Hybrid,"IBM is hiring a Java Developer with strong knowledge of Java, Spring Boot, SQL."
JOB0156,Cloud Engineer,Capgemini,Fresher,Chennai,3-5 LPA,AWS;Docker;Linux;Terraform,Communication;Problem Solving;Git;Teamwork,B.E/B.Tech/M.Tech/MCA,Remote,"Capgemini is hiring a Cloud Engineer with strong knowledge of AWS, Docker, Linux, Terraform."
JOB0157,DevOps Engineer,Cognizant,0-2 Years,Pune,5-8 LPA,Docker;Kubernetes;CI/CD;Linux,Communication;Problem Solving;Git;Teamwork,B.E/B.Tech/M.Tech/MCA,Full Time,"Cognizant is hiring a DevOps Engineer with strong knowledge of Docker, Kubernetes, CI/CD, Linux."
JOB0158,MLOps Engineer,Deloitte,2-4 Years,Mumbai,8-12 LPA,MLflow;Docker;Kubernetes;Python,Communication;Problem Solving;Git;Teamwork,B.E/B.Tech/M.Tech/MCA,Hybrid,"Deloitte is hiring a MLOps Engineer with strong knowledge of MLflow, Docker, Kubernetes, Python."
JOB0159,AWS Engineer,Google,4-6 Years,Delhi,12-18 LPA,AWS;EC2;S3;IAM,Communication;Problem Solving;Git;Teamwork,B.E/B.Tech/M.Tech/MCA,Remote,"Google is hiring a AWS Engineer with strong knowledge of AWS, EC2, S3, IAM."
JOB0160,Azure Engineer,Microsoft,6+ Years,Noida,18-30 LPA,Azure;DevOps;Python,Communication;Problem Solving;Git;Teamwork,B.E/B.Tech/M.Tech/MCA,Full Time,"Microsoft is hiring a Azure Engineer with strong knowledge of Azure, DevOps, Python."
JOB0161,Data Scientist,Amazon,Fresher,Kolkata,3-5 LPA,Python;Pandas;NumPy;Machine Learning;SQL;Scikit-learn,Communication;Problem Solving;Git;Teamwork,B.E/B.Tech/M.Tech/MCA,Hybrid,"Amazon is hiring a Data Scientist with strong knowledge of Python, Pandas, NumPy, Machine Learning, SQL, Scikit-learn."
JOB0162,Data Analyst,Flipkart,0-2 Years,Remote,5-8 LPA,SQL;Excel;Power BI;Python;Statistics,Communication;Problem Solving;Git;Teamwork,B.E/B.Tech/M.Tech/MCA,Remote,"Flipkart is hiring a Data Analyst with strong knowledge of SQL, Excel, Power BI, Python, Statistics."
JOB0163,ML Engineer,Oracle,2-4 Years,Bengaluru,8-12 LPA,Python;TensorFlow;PyTorch;ML;Docker,Communication;Problem Solving;Git;Teamwork,B.E/B.Tech/M.Tech/MCA,Full Time,"Oracle is hiring a ML Engineer with strong knowledge of Python, TensorFlow, PyTorch, ML, Docker."
JOB0164,AI Engineer,Zoho,4-6 Years,Hyderabad,12-18 LPA,Python;LLMs;NLP;TensorFlow;PyTorch,Communication;Problem Solving;Git;Teamwork,B.E/B.Tech/M.Tech/MCA,Hybrid,"Zoho is hiring a AI Engineer with strong knowledge of Python, LLMs, NLP, TensorFlow, PyTorch."
JOB0165,Business Analyst,HCLTech,6+ Years,Chennai,18-30 LPA,Excel;SQL;Power BI;Communication,Communication;Problem Solving;Git;Teamwork,B.E/B.Tech/M.Tech/MCA,Remote,"HCLTech is hiring a Business Analyst with strong knowledge of Excel, SQL, Power BI, Communication."
JOB0166,Data Engineer,TCS,Fresher,Pune,3-5 LPA,Python;SQL;Spark;ETL;Airflow,Communication;Problem Solving;Git;Teamwork,B.E/B.Tech/M.Tech/MCA,Full Time,"TCS is hiring a Data Engineer with strong knowledge of Python, SQL, Spark, ETL, Airflow."
JOB0167,BI Developer,Infosys,0-2 Years,Mumbai,5-8 LPA,Power BI;SQL;DAX;Excel,Communication;Problem Solving;Git;Teamwork,B.E/B.Tech/M.Tech/MCA,Hybrid,"Infosys is hiring a BI Developer with strong knowledge of Power BI, SQL, DAX, Excel."
JOB0168,Research Scientist,Wipro,2-4 Years,Delhi,8-12 LPA,Python;Deep Learning;Research;PyTorch,Communication;Problem Solving;Git;Teamwork,B.E/B.Tech/M.Tech/MCA,Remote,"Wipro is hiring a Research Scientist with strong knowledge of Python, Deep Learning, Research, PyTorch."
JOB0169,Computer Vision Engineer,Accenture,4-6 Years,Noida,12-18 LPA,OpenCV;PyTorch;CNN;Python,Communication;Problem Solving;Git;Teamwork,B.E/B.Tech/M.Tech/MCA,Full Time,"Accenture is hiring a Computer Vision Engineer with strong knowledge of OpenCV, PyTorch, CNN, Python."
JOB0170,NLP Engineer,IBM,6+ Years,Kolkata,18-30 LPA,Python;spaCy;Transformers;NLP,Communication;Problem Solving;Git;Teamwork,B.E/B.Tech/M.Tech/MCA,Hybrid,"IBM is hiring a NLP Engineer with strong knowledge of Python, spaCy, Transformers, NLP."
JOB0171,Python Developer,Capgemini,Fresher,Remote,3-5 LPA,Python;Flask;FastAPI;SQL,Communication;Problem Solving;Git;Teamwork,B.E/B.Tech/M.Tech/MCA,Remote,"Capgemini is hiring a Python Developer with strong knowledge of Python, Flask, FastAPI, SQL."
JOB0172,Backend Developer,Cognizant,0-2 Years,Bengaluru,5-8 LPA,Python;FastAPI;Docker;PostgreSQL,Communication;Problem Solving;Git;Teamwork,B.E/B.Tech/M.Tech/MCA,Full Time,"Cognizant is hiring a Backend Developer with strong knowledge of Python, FastAPI, Docker, PostgreSQL."
JOB0173,Full Stack Developer,Deloitte,2-4 Years,Hyderabad,8-12 LPA,React;Node.js;Python;SQL,Communication;Problem Solving;Git;Teamwork,B.E/B.Tech/M.Tech/MCA,Hybrid,"Deloitte is hiring a Full Stack Developer with strong knowledge of React, Node.js, Python, SQL."
JOB0174,Frontend Developer,Google,4-6 Years,Chennai,12-18 LPA,React;JavaScript;HTML;CSS,Communication;Problem Solving;Git;Teamwork,B.E/B.Tech/M.Tech/MCA,Remote,"Google is hiring a Frontend Developer with strong knowledge of React, JavaScript, HTML, CSS."
JOB0175,Java Developer,Microsoft,6+ Years,Pune,18-30 LPA,Java;Spring Boot;SQL,Communication;Problem Solving;Git;Teamwork,B.E/B.Tech/M.Tech/MCA,Full Time,"Microsoft is hiring a Java Developer with strong knowledge of Java, Spring Boot, SQL."
JOB0176,Cloud Engineer,Amazon,Fresher,Mumbai,3-5 LPA,AWS;Docker;Linux;Terraform,Communication;Problem Solving;Git;Teamwork,B.E/B.Tech/M.Tech/MCA,Hybrid,"Amazon is hiring a Cloud Engineer with strong knowledge of AWS, Docker, Linux, Terraform."
JOB0177,DevOps Engineer,Flipkart,0-2 Years,Delhi,5-8 LPA,Docker;Kubernetes;CI/CD;Linux,Communication;Problem Solving;Git;Teamwork,B.E/B.Tech/M.Tech/MCA,Remote,"Flipkart is hiring a DevOps Engineer with strong knowledge of Docker, Kubernetes, CI/CD, Linux."
JOB0178,MLOps Engineer,Oracle,2-4 Years,Noida,8-12 LPA,MLflow;Docker;Kubernetes;Python,Communication;Problem Solving;Git;Teamwork,B.E/B.Tech/M.Tech/MCA,Full Time,"Oracle is hiring a MLOps Engineer with strong knowledge of MLflow, Docker, Kubernetes, Python."
JOB0179,AWS Engineer,Zoho,4-6 Years,Kolkata,12-18 LPA,AWS;EC2;S3;IAM,Communication;Problem Solving;Git;Teamwork,B.E/B.Tech/M.Tech/MCA,Hybrid,"Zoho is hiring a AWS Engineer with strong knowledge of AWS, EC2, S3, IAM."
JOB0180,Azure Engineer,HCLTech,6+ Years,Remote,18-30 LPA,Azure;DevOps;Python,Communication;Problem Solving;Git;Teamwork,B.E/B.Tech/M.Tech/MCA,Remote,"HCLTech is hiring a Azure Engineer with strong knowledge of Azure, DevOps, Python."
JOB0181,Data Scientist,TCS,Fresher,Bengaluru,3-5 LPA,Python;Pandas;NumPy;Machine Learning;SQL;Scikit-learn,Communication;Problem Solving;Git;Teamwork,B.E/B.Tech/M.Tech/MCA,Full Time,"TCS is hiring a Data Scientist with strong knowledge of Python, Pandas, NumPy, Machine Learning, SQL, Scikit-learn."
JOB0182,Data Analyst,Infosys,0-2 Years,Hyderabad,5-8 LPA,SQL;Excel;Power BI;Python;Statistics,Communication;Problem Solving;Git;Teamwork,B.E/B.Tech/M.Tech/MCA,Hybrid,"Infosys is hiring a Data Analyst with strong knowledge of SQL, Excel, Power BI, Python, Statistics."
JOB0183,ML Engineer,Wipro,2-4 Years,Chennai,8-12 LPA,Python;TensorFlow;PyTorch;ML;Docker,Communication;Problem Solving;Git;Teamwork,B.E/B.Tech/M.Tech/MCA,Remote,"Wipro is hiring a ML Engineer with strong knowledge of Python, TensorFlow, PyTorch, ML, Docker."
JOB0184,AI Engineer,Accenture,4-6 Years,Pune,12-18 LPA,Python;LLMs;NLP;TensorFlow;PyTorch,Communication;Problem Solving;Git;Teamwork,B.E/B.Tech/M.Tech/MCA,Full Time,"Accenture is hiring a AI Engineer with strong knowledge of Python, LLMs, NLP, TensorFlow, PyTorch."
JOB0185,Business Analyst,IBM,6+ Years,Mumbai,18-30 LPA,Excel;SQL;Power BI;Communication,Communication;Problem Solving;Git;Teamwork,B.E/B.Tech/M.Tech/MCA,Hybrid,"IBM is hiring a Business Analyst with strong knowledge of Excel, SQL, Power BI, Communication."
JOB0186,Data Engineer,Capgemini,Fresher,Delhi,3-5 LPA,Python;SQL;Spark;ETL;Airflow,Communication;Problem Solving;Git;Teamwork,B.E/B.Tech/M.Tech/MCA,Remote,"Capgemini is hiring a Data Engineer with strong knowledge of Python, SQL, Spark, ETL, Airflow."
JOB0187,BI Developer,Cognizant,0-2 Years,Noida,5-8 LPA,Power BI;SQL;DAX;Excel,Communication;Problem Solving;Git;Teamwork,B.E/B.Tech/M.Tech/MCA,Full Time,"Cognizant is hiring a BI Developer with strong knowledge of Power BI, SQL, DAX, Excel."
JOB0188,Research Scientist,Deloitte,2-4 Years,Kolkata,8-12 LPA,Python;Deep Learning;Research;PyTorch,Communication;Problem Solving;Git;Teamwork,B.E/B.Tech/M.Tech/MCA,Hybrid,"Deloitte is hiring a Research Scientist with strong knowledge of Python, Deep Learning, Research, PyTorch."
