Skill_ID,Skill_Name,Category,Difficulty_Level,Demand_Level,Technology_Type,Industry,Importance_Score
SK0323,Linux,Cloud & DevOps,Industry Standard,High,Technical,"IT, AI & Data Science",96
SK0324,Linux,Cloud & DevOps,High Demand,High,Technical,"IT, AI & Data Science",97
SK0325,Power BI,Visualization,Beginner,Medium,Technical,"IT, AI & Data Science",98
SK0326,Power BI,Visualization,Intermediate,Medium,Technical,"IT, AI & Data Science",99
SK0327,Power BI,Visualization,Advanced,Medium,Technical,"IT, AI & Data Science",100
SK0328,Power BI,Visualization,Expert,High,Technical,"IT, AI & Data Science",60
SK0329,Power BI,Visualization,Industry Standard,High,Technical,"IT, AI & Data Science",61
SK0330,Power BI,Visualization,High Demand,High,Technical,"IT, AI & Data Science",62
SK0331,Tableau,Visualization,Beginner,Medium,Technical,"IT, AI & Data Science",63
SK0332,Tableau,Visualization,Intermediate,Medium,Technical,"IT, AI & Data Science",64
SK0333,Tableau,Visualization,Advanced,Medium,Technical,"IT, AI & Data Science",65
SK0334,Tableau,Visualization,Expert,High,Technical,"IT, AI & Data Science",66
SK0335,Tableau,Visualization,Industry Standard,High,Technical,"IT, AI & Data Science",67
SK0336,Tableau,Visualization,High Demand,High,Technical,"IT, AI & Data Science",68
SK0337,Excel,Visualization,Beginner,Medium,Technical,"IT, AI & Data Science",69
SK0338,Excel,Visualization,Intermediate,Medium,Technical,"IT, AI & Data Science",70
SK0339,Excel,Visualization,Advanced,Medium,Technical,"IT, AI & Data Science",71
SK0340,Excel,Visualization,Expert,High,Technical,"IT, AI & Data Science",72
SK0341,Excel,Visualization,Industry Standard,High,Technical,"IT, AI & Data Science",73
SK0342,Excel,Visualization,High Demand,High,Technical,"IT, AI & Data Science",74
SK0343,Matplotlib,Visualization,Beginner,Medium,Technical,"IT, AI & Data Science",75
SK0344,Matplotlib,Visualization,Intermediate,Medium,Technical,"IT, AI & Data Science",76
SK0345,Matplotlib,Visualization,Advanced,Medium,Technical,"IT, AI & Data Science",77
SK0346,Matplotlib,Visualization,Expert,High,Technical,"IT, AI & Data Science",78
SK0347,Matplotlib,Visualization,Industry Standard,High,Technical,"IT, AI & Data Science",79
SK0348,Matplotlib,Visualization,High Demand,High,Technical,"IT, AI & Data Science",80
SK0349,Seaborn,Visualization,Beginner,Medium,Technical,"IT, AI & Data Science",81
SK0350,Seaborn,Visualization,Intermediate,Medium,Technical,"IT, AI & Data Science",82
SK0351,Seaborn,Visualization,Advanced,Medium,Technical,"IT, AI & Data Science",83
SK0352,Seaborn,Visualization,Expert,High,Technical,"IT, AI & Data Science",84
SK0353,Seaborn,Visualization,Industry Standard,High,Technical,"IT, AI & Data Science",85
SK0354,Seaborn,Visualization,High Demand,High,Technical,"IT, AI & Data Science",86
SK0355,Plotly,Visualization,Beginner,Medium,Technical,"IT, AI & Data Science",87
SK0356,Plotly,Visualization,Intermediate,Medium,Technical,"IT, AI & Data Science",88
SK0357,Plotly,Visualization,Advanced,Medium,Technical,"IT, AI & Data Science",89
SK0358,Plotly,Visualization,Expert,High,Technical,"IT, AI & Data Science",90
SK0359,Plotly,Visualization,Industry Standard,High,Technical,"IT, AI & Data Science",91
SK0360,Plotly,Visualization,High Demand,High,Technical,"IT, AI & Data Science",92
SK0361,DAX,Visualization,Beginner,Medium,Technical,"IT, AI & Data Science",93
SK0362,DAX,Visualization,Intermediate,Medium,Technical,"IT, AI & Data Science",94
SK0363,DAX,Visualization,Advanced,Medium,Technical,"IT, AI & Data Science",95
SK0364,DAX,Visualization,Expert,High,Technical,"IT, AI & Data Science",96
SK0365,DAX,Visualization,Industry Standard,High,Technical,"IT, AI & Data Science",97
SK0366,DAX,Visualization,High Demand,High,Technical,"IT, AI & Data Science",98
SK0367,HTML,Web Development,Beginner,Medium,Technical,"IT, AI & Data Science",99
SK0368,HTML,Web Development,Intermediate,Medium,Technical,"IT, AI & Data Science",100
SK0369,HTML,Web Development,Advanced,Medium,Technical,"IT, AI & Data Science",60
SK0370,HTML,Web Development,Expert,High,Technical,"IT, AI & Data Science",61
SK0371,HTML,Web Development,Industry Standard,High,Technical,"IT, AI & Data Science",62
SK0372,HTML,Web Development,High Demand,High,Technical,"IT, AI & Data Science",63
SK0373,CSS,Web Development,Beginner,Medium,Technical,"IT, AI & Data Science",64
SK0374,CSS,Web Development,Intermediate,Medium,Technical,"IT, AI & Data Science",65
SK0375,CSS,Web Development,Advanced,Medium,Technical,"IT, AI & Data Science",66
SK0376,CSS,Web Development,Expert,High,Technical,"IT, AI & Data Science",67
SK0377,CSS,Web Development,Industry Standard,High,Technical,"IT, AI & Data Science",68
SK0378,CSS,Web Development,High Demand,High,Technical,"IT, AI & Data Science",69
SK0379,React,Web Development,Beginner,Medium,Technical,"IT, AI & Data Science",70
SK0380,React,Web Development,Intermediate,Medium,Technical,"IT, AI & Data Science",71
SK0381,React,Web Development,Advanced,Medium,Technical,"IT, AI & Data Science",72
SK0382,React,Web Development,Expert,High,Technical,"IT, AI & Data Science",73
SK0383,React,Web Development,Industry Standard,High,Technical,"IT, AI & Data Science",74
SK0384,React,Web Development,High Demand,High,Technical,"IT, AI & Data Science",75
SK0385,Next.js,Web Development,Beginner,Medium,Technical,"IT, AI & Data Science",76
SK0386,Next.js,Web Development,Intermediate,Medium,Technical,"IT, AI & Data Science",77
SK0387,Next.js,Web Development,Advanced,Medium,Technical,"IT, AI & Data Science",78
SK0388,Next.js,Web Development,Expert,High,Technical,"IT, AI & Data Science",79
SK0389,Next.js,Web Development,Industry Standard,High,Technical,"IT, AI & Data Science",80
SK0390,Next.js,Web Development,High Demand,High,Technical,"IT, AI & Data Science",81
SK0391,Flask,Web Development,Beginner,Medium,Technical,"IT, AI & Data Science",82
SK0392,Flask,Web Development,Intermediate,Medium,Technical,"IT, AI & Data Science",83
SK0393,Flask,Web Development,Advanced,Medium,Technical,"IT, AI & Data Science",84
SK0394,Flask,Web Development,Expert,High,Technical,"IT, AI & Data Science",85
SK0395,Flask,Web Development,Industry Standard,High,Technical,"IT, AI & Data Science",86
SK0396,Flask,Web Development,High Demand,High,Technical,"IT, AI & Data Science",87
SK0397,FastAPI,Web Development,Beginner,Medium,Technical,"IT, AI & Data Science",88
SK0398,FastAPI,Web Development,Intermediate,Medium,Technical,"IT, AI & Data Science",89
SK0399,FastAPI,Web Development,Advanced,Medium,Technical,"IT, AI & Data Science",90
SK0400,FastAPI,Web Development,Expert,High,Technical,"IT, AI & Data Science",91
SK0401,FastAPI,Web Development,Industry Standard,High,Technical,"IT, AI & Data Science",92
SK0402,FastAPI,Web Development,High Demand,High,Technical,"IT, AI & Data Science",93
SK0403,Django,Web Development,Beginner,Medium,Technical,"IT, AI & Data Science",94
SK0404,Django,Web Development,Intermediate,Medium,Technical,"IT, AI & Data Science",95
SK0405,Django,Web Development,Advanced,Medium,Technical,"IT, AI & Data Science",96
SK0406,Django,Web Development,Expert,High,Technical,"IT, AI & Data Science",97
SK0407,Django,Web Development,Industry Standard,High,Technical,"IT, AI & Data Science",98
SK0408,Django,Web Development,High Demand,High,Technical,"IT, AI & Data Science",99
SK0409,Node.js,Web Development,Beginner,Medium,Technical,"IT, AI & Data Science",100
SK0410,Node.js,Web Development,Intermediate,Medium,Technical,"IT, AI & Data Science",60
SK0411,Node.js,Web Development,Advanced,Medium,Technical,"IT, AI & Data Science",61
SK0412,Node.js,Web Development,Expert,High,Technical,"IT, AI & Data Science",62
SK0413,Node.js,Web Development,Industry Standard,High,Technical,"IT, AI & Data Science",63
SK0414,Node.js,Web Development,High Demand,High,Technical,"IT, AI & Data Science",64
SK0415,Spark,Big Data,Beginner,Medium,Technical,"IT, AI & Data Science",65
SK0416,Spark,Big Data,Intermediate,Medium,Technical,"IT, AI & Data Science",66
SK0417,Spark,Big Data,Advanced,Medium,Technical,"IT, AI & Data Science",67
SK0418,Spark,Big Data,Expert,High,Technical,"IT, AI & Data Science",68
SK0419,Spark,Big Data,Industry Standard,High,Technical,"IT, AI & Data Science",69
SK0420,Spark,Big Data,High Demand,High,Technical,"IT, AI & Data Science",70
SK0421,PySpark,Big Data,Beginner,Medium,Technical,"IT, AI & Data Science",71
SK0422,PySpark,Big Data,Intermediate,Medium,Technical,"IT, AI & Data Science",72
SK0423,PySpark,Big Data,Advanced,Medium,Technical,"IT, AI & Data Science",73
SK0424,PySpark,Big Data,Expert,High,Technical,"IT, AI & Data Science",74
SK0425,PySpark,Big Data,Industry Standard,High,Technical,"IT, AI & Data Science",75
SK0426,PySpark,Big Data,High Demand,High,Technical,"IT, AI & Data Science",76
SK0427,Hadoop,Big Data,Beginner,Medium,Technical,"IT, AI & Data Science",77
SK0428,Hadoop,Big Data,Intermediate,Medium,Technical,"IT, AI & Data Science",78
SK0429,Hadoop,Big Data,Advanced,Medium,Technical,"IT, AI & Data Science",79
SK0430,Hadoop,Big Data,Expert,High,Technical,"IT, AI & Data Science",80
SK0431,Hadoop,Big Data,Industry Standard,High,Technical,"IT, AI & Data Science",81
SK0432,Hadoop,Big Data,High Demand,High,Technical,"IT, AI & Data Science",82
SK0433,Hive,Big Data,Beginner,Medium,Technical,"IT, AI & Data Science",83
SK0434,Hive,Big Data,Intermediate,Medium,Technical,"IT, AI & Data Science",84
SK0435,Hive,Big Data,Advanced,Medium,Technical,"IT, AI & Data Science",85
SK0436,Hive,Big Data,Expert,High,Technical,"IT, AI & Data Science",86
SK0437,Hive,Big Data,Industry Standard,High,Technical,"IT, AI & Data Science",87
SK0438,Hive,Big Data,High Demand,High,Technical,"IT, AI & Data Science",88
SK0439,Kafka,Big Data,Beginner,Medium,Technical,"IT, AI & Data Science",89
SK0440,Kafka,Big Data,Intermediate,Medium,Technical,"IT, AI & Data Science",90
SK0441,Kafka,Big Data,Advanced,Medium,Technical,"IT, AI & Data Science",91
SK0442,Kafka,Big Data,Expert,High,Technical,"IT, AI & Data Science",92
SK0443,Kafka,Big Data,Industry Standard,High,Technical,"IT, AI & Data Science",93
SK0444,Kafka,Big Data,High Demand,High,Technical,"IT, AI & Data Science",94
SK0445,Airflow,Big Data,Beginner,Medium,Technical,"IT, AI & Data Science",95
SK0446,Airflow,Big Data,Intermediate,Medium,Technical,"IT, AI & Data Science",96
SK0447,Airflow,Big Data,Advanced,Medium,Technical,"IT, AI & Data Science",97
SK0448,Airflow,Big Data,Expert,High,Technical,"IT, AI & Data Science",98
SK0449,Airflow,Big Data,Industry Standard,High,Technical,"IT, AI & Data Science",99
SK0450,Airflow,Big Data,High Demand,High,Technical,"IT, AI & Data Science",100
SK0451,Communication,Soft Skills,Beginner,Medium,Soft Skill,"IT, AI & Data Science",60
SK0452,Communication,Soft Skills,Intermediate,Medium,Soft Skill,"IT, AI & Data Science",61
SK0453,Communication,Soft Skills,Advanced,Medium,Soft Skill,"IT, AI & Data Science",62
SK0454,Communication,Soft Skills,Expert,High,Soft Skill,"IT, AI & Data Science",63
SK0455,Communication,Soft Skills,Industry Standard,High,Soft Skill,"IT, AI & Data Science",64
SK0456,Communication,Soft Skills,High Demand,High,Soft Skill,"IT, AI & Data Science",65
SK0457,Leadership,Soft Skills,Beginner,Medium,Soft Skill,"IT, AI & Data Science",66
SK0458,Leadership,Soft Skills,Intermediate,Medium,Soft Skill,"IT, AI & Data Science",67
SK0459,Leadership,Soft Skills,Advanced,Medium,Soft Skill,"IT, AI & Data Science",68
SK0460,Leadership,Soft Skills,Expert,High,Soft Skill,"IT, AI & Data Science",69
SK0461,Leadership,Soft Skills,Industry Standard,High,Soft Skill,"IT, AI & Data Science",70
SK0462,Leadership,Soft Skills,High Demand,High,Soft Skill,"IT, AI & Data Science",71
SK0463,Problem Solving,Soft Skills,Beginner,Medium,Soft Skill,"IT, AI & Data Science",72
SK0464,Problem Solving,Soft Skills,Intermediate,Medium,Soft Skill,"IT, AI & Data Science",73
SK0465,Problem Solving,Soft Skills,Advanced,Medium,Soft Skill,"IT, AI & Data Science",74
SK0466,Problem Solving,Soft Skills,Expert,High,Soft Skill,"IT, AI & Data Science",75
SK0467,Problem Solving,Soft Skills,Industry Standard,High,Soft Skill,"IT, AI & Data Science",76
SK0468,Problem Solving,Soft Skills,High Demand,High,Soft Skill,"IT, AI & Data Science",77
SK0469,Critical Thinking,Soft Skills,Beginner,Medium,Soft Skill,"IT, AI & Data Science",78
SK0470,Critical Thinking,Soft Skills,Intermediate,Medium,Soft Skill,"IT, AI & Data Science",79
SK0471,Critical Thinking,Soft Skills,Advanced,Medium,Soft Skill,"IT, AI & Data Science",80
SK0472,Critical Thinking,Soft Skills,Expert,High,Soft Skill,"IT, AI & Data Science",81
SK0473,Critical Thinking,Soft Skills,Industry Standard,High,Soft Skill,"IT, AI & Data Science",82
SK0474,Critical Thinking,Soft Skills,High Demand,High,Soft Skill,"IT, AI & Data Science",83
SK0475,Teamwork,Soft Skills,Beginner,Medium,Soft Skill,"IT, AI & Data Science",84
SK0476,Teamwork,Soft Skills,Intermediate,Medium,Soft Skill,"IT, AI & Data Science",85
SK0477,Teamwork,Soft Skills,Advanced,Medium,Soft Skill,"IT, AI & Data Science",86
SK0478,Teamwork,Soft Skills,Expert,High,Soft Skill,"IT, AI & Data Science",87
SK0479,Teamwork,Soft Skills,Industry Standard,High,Soft Skill,"IT, AI & Data Science",88
SK0480,Teamwork,Soft Skills,High Demand,High,Soft Skill,"IT, AI & Data Science",89
SK0481,Time Management,Soft Skills,Beginner,Medium,Soft Skill,"IT, AI & Data Science",90
SK0482,Time Management,Soft Skills,Intermediate,Medium,Soft Skill,"IT, AI & Data Science",91
SK0483,Time Management,Soft Skills,Advanced,Medium,Soft Skill,"IT, AI & Data Science",92
SK0484,Time Management,Soft Skills,Expert,High,Soft Skill,"IT, AI & Data Science",93
SK0485,Time Management,Soft Skills,Industry Standard,High,Soft Skill,"IT, AI & Data Science",94
SK0486,Time Management,Soft Skills,High Demand,High,Soft Skill,"IT, AI & Data Science",95
SK0487,Adaptability,Soft Skills,Beginner,Medium,Soft Skill,"IT, AI & Data Science",96
SK0488,Adaptability,Soft Skills,Intermediate,Medium,Soft Skill,"IT, AI & Data Science",97
SK0489,Adaptability,Soft Skills,Advanced,Medium,Soft Skill,"IT, AI & Data Science",98
SK0490,Adaptability,Soft Skills,Expert,High,Soft Skill,"IT, AI & Data Science",99
SK0491,Adaptability,Soft Skills,Industry Standard,High,Soft Skill,"IT, AI & Data Science",100
SK0492,Adaptability,Soft Skills,High Demand,High,Soft Skill,"IT, AI & Data Science",60
SK0493,Presentation Skills,Soft Skills,Beginner,Medium,Soft Skill,"IT, AI & Data Science",61
SK0494,Presentation Skills,Soft Skills,Intermediate,Medium,Soft Skill,"IT, AI & Data Science",62
SK0495,Presentation Skills,Soft Skills,Advanced,Medium,Soft Skill,"IT, AI & Data Science",63
SK0496,Presentation Skills,Soft Skills,Expert,High,Soft Skill,"IT, AI & Data Science",64
SK0497,Presentation Skills,Soft Skills,Industry Standard,High,Soft Skill,"IT, AI & Data Science",65
SK0498,Presentation Skills,Soft Skills,High Demand,High,Soft Skill,"IT, AI & Data Science",66
